q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,labels,quiz_num,business_and_communication_proba,social_sciences_proba,public_service_law_and_policy_proba,math_sciences_and_engineering_proba
1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,Social Sciences,9810,0.3111111111111111,0.1111111111111111,0.2,0.26666666666666666
1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,"Public Service, Law, and Policy",9811,0.2857142857142857,0.10204081632653061,0.2653061224489796,0.3469387755102041
0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,"Public Service, Law, and Policy",9812,0.12,0.1,0.3,0.38
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"Math, Sciences, and Engineering",9813,0.4827586206896552,0.13793103448275862,0.06896551724137931,0.3103448275862069
1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,"Math, Sciences, and Engineering",9814,0.2708333333333333,0.020833333333333332,0.20833333333333334,0.3958333333333333
1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,Business and Communication,9815,0.3617021276595745,0.2978723404255319,0.1702127659574468,0.0851063829787234
1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,"Math, Sciences, and Engineering",9816,0.3333333333333333,0.23076923076923078,0.1282051282051282,0.3076923076923077
1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,"Public Service, Law, and Policy",9817,0.55,0.05,0.15,0.05
0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,"Public Service, Law, and Policy",9818,0.10256410256410256,0.3333333333333333,0.10256410256410256,0.4358974358974359
1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,Business and Communication,9819,0.25,0.19230769230769232,0.09615384615384616,0.36538461538461536
0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,"Math, Sciences, and Engineering",9820,0.10714285714285714,0.23214285714285715,0.16071428571428573,0.42857142857142855
0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,Creative Arts,9821,0.18181818181818182,0.030303030303030304,0.30303030303030304,0.3333333333333333
0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,"Public Service, Law, and Policy",9822,0.041666666666666664,0.20833333333333334,0.2916666666666667,0.375
1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,Business and Communication,9823,0.3103448275862069,0.08620689655172414,0.25862068965517243,0.3448275862068966
0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,"Math, Sciences, and Engineering",9824,0.09523809523809523,,0.19047619047619047,0.5952380952380952
1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,Social Sciences,9825,0.3783783783783784,0.10810810810810811,0.13513513513513514,0.35135135135135137
1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,Business and Communication,9826,0.21153846153846154,0.19230769230769232,0.23076923076923078,0.36538461538461536
0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,"Math, Sciences, and Engineering",9827,0.1111111111111111,0.14814814814814814,0.2222222222222222,0.37037037037037035
1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,Business and Communication,9828,0.23076923076923078,0.2153846153846154,0.2153846153846154,0.3230769230769231
1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,"Math, Sciences, and Engineering",9829,0.24489795918367346,0.20408163265306123,0.12244897959183673,0.3469387755102041
0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,"Public Service, Law, and Policy",9830,0.15517241379310345,0.22413793103448276,0.15517241379310345,0.46551724137931033
1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,"Math, Sciences, and Engineering",9831,0.34,0.26,0.12,0.2
0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,"Math, Sciences, and Engineering",9832,0.2222222222222222,0.1111111111111111,0.3055555555555556,0.3333333333333333
0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,"Public Service, Law, and Policy",9833,0.1702127659574468,0.10638297872340426,0.2765957446808511,0.425531914893617
1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,Social Sciences,9834,0.27586206896551724,0.2413793103448276,0.20689655172413793,0.1896551724137931
1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,"Math, Sciences, and Engineering",9835,0.18032786885245902,0.16393442622950818,0.18032786885245902,0.45901639344262296
0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,Social Sciences,9836,0.10714285714285714,0.17857142857142858,0.21428571428571427,0.32142857142857145
0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,Social Sciences,9837,0.11627906976744186,0.20930232558139536,0.20930232558139536,0.37209302325581395
0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,"Math, Sciences, and Engineering",9838,0.16279069767441862,0.3023255813953488,0.20930232558139536,0.23255813953488372
1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,Social Sciences,9839,0.24285714285714285,0.2,0.18571428571428572,0.3
0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,"Math, Sciences, and Engineering",9840,0.16666666666666666,0.1388888888888889,0.25,0.4444444444444444
1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,Business and Communication,9841,0.30434782608695654,0.08695652173913043,0.21739130434782608,0.2826086956521739
1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,"Math, Sciences, and Engineering",9842,0.2033898305084746,0.23728813559322035,0.13559322033898305,0.423728813559322
0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,"Math, Sciences, and Engineering",9843,0.16279069767441862,0.20930232558139536,0.13953488372093023,0.3953488372093023
1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,Business and Communication,9844,0.3793103448275862,0.1724137931034483,0.3448275862068966,0.06896551724137931
0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,Business and Communication,9845,0.25,,0.3,0.2
0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,"Math, Sciences, and Engineering",9846,0.2,0.26,0.16,0.38
0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,Social Sciences,9847,0.18421052631578946,0.3684210526315789,0.18421052631578946,0.2631578947368421
0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,"Public Service, Law, and Policy",9848,0.04,,0.32,0.44
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Public Service, Law, and Policy",9849,0.07142857142857142,,0.21428571428571427,0.7142857142857143
0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,"Public Service, Law, and Policy",9850,0.1891891891891892,0.10810810810810811,0.2702702702702703,0.2972972972972973
1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,"Public Service, Law, and Policy",9851,0.2909090909090909,0.07272727272727272,0.2,0.36363636363636365
0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,"Math, Sciences, and Engineering",9852,0.17647058823529413,,0.20588235294117646,0.5
0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,"Math, Sciences, and Engineering",9853,0.20512820512820512,0.10256410256410256,0.15384615384615385,0.5128205128205128
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Creative Arts,9854,0.18181818181818182,,0.18181818181818182,0.2727272727272727
0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,"Math, Sciences, and Engineering",9855,0.18421052631578946,0.2631578947368421,0.15789473684210525,0.2631578947368421
1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"Public Service, Law, and Policy",9856,0.3333333333333333,0.3611111111111111,0.05555555555555555,0.25
0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,"Math, Sciences, and Engineering",9857,0.32,0.16,0.08,0.4
1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,Social Sciences,9858,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285
0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,"Math, Sciences, and Engineering",9859,0.10869565217391304,0.08695652173913043,0.2391304347826087,0.5652173913043478
1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,Business and Communication,9860,0.4166666666666667,,0.20833333333333334,0.375
1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,"Public Service, Law, and Policy",9861,0.3055555555555556,0.1111111111111111,0.16666666666666666,0.3055555555555556
0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,"Math, Sciences, and Engineering",9862,0.06976744186046512,,0.18604651162790697,0.627906976744186
0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,"Math, Sciences, and Engineering",9863,0.1875,0.10416666666666667,0.2708333333333333,0.3541666666666667
0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,Business and Communication,9864,0.2857142857142857,0.14285714285714285,0.25,0.14285714285714285
1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,"Math, Sciences, and Engineering",9865,0.3333333333333333,0.21428571428571427,0.07142857142857142,0.2619047619047619
1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,"Public Service, Law, and Policy",9866,0.23880597014925373,0.07462686567164178,0.208955223880597,0.40298507462686567
1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,"Math, Sciences, and Engineering",9867,0.22916666666666666,0.08333333333333333,0.25,0.4166666666666667
0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,"Public Service, Law, and Policy",9868,0.21212121212121213,0.12121212121212122,0.21212121212121213,0.3333333333333333
0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,"Math, Sciences, and Engineering",9869,,0.058823529411764705,0.35294117647058826,0.5294117647058824
0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,Social Sciences,9870,0.15555555555555556,0.28888888888888886,0.08888888888888889,0.37777777777777777
0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,"Math, Sciences, and Engineering",9871,0.21052631578947367,,0.23684210526315788,0.5263157894736842
1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,"Public Service, Law, and Policy",9872,0.2391304347826087,0.21739130434782608,0.17391304347826086,0.2608695652173913
0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,Social Sciences,9873,0.22727272727272727,0.045454545454545456,0.4090909090909091,0.09090909090909091
0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,"Math, Sciences, and Engineering",9874,0.16216216216216217,0.10810810810810811,0.1891891891891892,0.5135135135135135
1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,"Math, Sciences, and Engineering",9875,0.23880597014925373,0.13432835820895522,0.14925373134328357,0.417910447761194
1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,Business and Communication,9876,0.35555555555555557,0.28888888888888886,0.13333333333333333,0.2222222222222222
0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,"Math, Sciences, and Engineering",9877,0.09615384615384616,0.19230769230769232,0.25,0.36538461538461536
1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,Business and Communication,9878,0.2619047619047619,0.023809523809523808,0.2857142857142857,0.42857142857142855
0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Social Sciences,9879,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.05555555555555555
1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,Business and Communication,9880,0.34375,,0.15625,0.34375
0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,"Public Service, Law, and Policy",9881,0.08695652173913043,0.21739130434782608,0.30434782608695654,0.391304347826087
1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,Business and Communication,9882,0.2926829268292683,0.21951219512195122,0.21951219512195122,0.2682926829268293
0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,"Math, Sciences, and Engineering",9883,0.25,0.1,0.175,0.475
1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,Creative Arts,9884,0.23404255319148937,0.02127659574468085,0.23404255319148937,0.425531914893617
0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,Business and Communication,9885,0.17857142857142858,0.08928571428571429,0.17857142857142858,0.48214285714285715
0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Social Sciences,9886,0.3684210526315789,0.47368421052631576,,0.10526315789473684
0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,Business and Communication,9887,0.15384615384615385,0.25,0.23076923076923078,0.36538461538461536
1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,"Math, Sciences, and Engineering",9888,0.21875,0.21875,0.15625,0.40625
1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,Business and Communication,9889,0.4,0.3,0.06666666666666667,0.06666666666666667
1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,Business and Communication,9890,0.4827586206896552,,0.1724137931034483,0.3448275862068966
1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,"Math, Sciences, and Engineering",9891,0.30434782608695654,0.21739130434782608,0.17391304347826086,0.21739130434782608
1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,"Public Service, Law, and Policy",9892,0.2857142857142857,0.2653061224489796,0.22448979591836735,0.22448979591836735
0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,Social Sciences,9893,0.15,0.35,0.225,0.275
1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,Social Sciences,9894,0.25,0.20588235294117646,0.22058823529411764,0.3088235294117647
0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,"Public Service, Law, and Policy",9895,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.07692307692307693
0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,"Math, Sciences, and Engineering",9896,0.17647058823529413,,0.14705882352941177,0.5294117647058824
0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,"Public Service, Law, and Policy",9897,0.09615384615384616,0.17307692307692307,0.19230769230769232,0.5192307692307693
1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,"Math, Sciences, and Engineering",9898,0.2,0.2,0.16,0.36
0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,Business and Communication,9899,0.2857142857142857,,0.14285714285714285,0.21428571428571427
0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,"Math, Sciences, and Engineering",9900,0.23333333333333334,0.13333333333333333,0.2,0.3
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,Business and Communication,9901,0.125,0.225,0.2,0.45
0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,Social Sciences,9902,0.25,0.125,0.3125,0.3125
1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,"Math, Sciences, and Engineering",9903,0.2711864406779661,0.22033898305084745,0.1016949152542373,0.3389830508474576
0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,"Math, Sciences, and Engineering",9904,0.21951219512195122,0.3170731707317073,0.07317073170731707,0.3902439024390244
0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,"Math, Sciences, and Engineering",9905,0.0851063829787234,0.02127659574468085,0.3191489361702128,0.574468085106383
0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,Business and Communication,9906,0.18181818181818182,,0.3181818181818182,0.45454545454545453
1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,"Math, Sciences, and Engineering",9907,0.2972972972972973,0.10810810810810811,0.2972972972972973,0.2972972972972973
1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,"Public Service, Law, and Policy",9908,0.3829787234042553,0.0851063829787234,0.14893617021276595,0.3829787234042553
1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,Creative Arts,9909,0.1702127659574468,0.19148936170212766,0.10638297872340426,0.425531914893617
1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,"Public Service, Law, and Policy",9910,0.23636363636363636,0.01818181818181818,0.2,0.4727272727272727
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,Creative Arts,9911,0.14285714285714285,,0.23809523809523808,0.42857142857142855
1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,"Math, Sciences, and Engineering",9912,0.19230769230769232,0.17307692307692307,0.15384615384615385,0.4807692307692308
1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,Creative Arts,9913,0.3333333333333333,0.2777777777777778,0.19444444444444445,0.08333333333333333
1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,Business and Communication,9914,0.28888888888888886,0.2222222222222222,0.24444444444444444,0.24444444444444444
1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,"Public Service, Law, and Policy",9915,0.325,0.1,0.15,0.3
0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,Social Sciences,9916,0.1388888888888889,0.25,0.25,0.3333333333333333
1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Social Sciences,9917,0.3055555555555556,0.3611111111111111,0.08333333333333333,0.1111111111111111
1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,Creative Arts,9918,0.2909090909090909,0.2545454545454545,0.16363636363636364,0.21818181818181817
0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,Business and Communication,9919,0.21153846153846154,0.09615384615384616,0.28846153846153844,0.38461538461538464
1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,"Public Service, Law, and Policy",9920,0.2692307692307692,0.17307692307692307,0.19230769230769232,0.36538461538461536
0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,"Math, Sciences, and Engineering",9921,,0.05263157894736842,0.3157894736842105,0.5789473684210527
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,"Public Service, Law, and Policy",9922,0.3235294117647059,0.29411764705882354,0.20588235294117646,0.058823529411764705
1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,Social Sciences,9923,0.2631578947368421,0.2631578947368421,0.18421052631578946,0.2894736842105263
1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,"Math, Sciences, and Engineering",9924,0.2786885245901639,0.21311475409836064,0.19672131147540983,0.3114754098360656
0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,"Public Service, Law, and Policy",9925,0.21212121212121213,0.12121212121212122,0.24242424242424243,0.2727272727272727
1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"Math, Sciences, and Engineering",9926,0.24528301886792453,0.24528301886792453,0.1509433962264151,0.33962264150943394
0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,"Math, Sciences, and Engineering",9927,0.16,0.28,0.18,0.38
1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,"Public Service, Law, and Policy",9928,0.2830188679245283,0.16981132075471697,0.09433962264150944,0.37735849056603776
1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,"Math, Sciences, and Engineering",9929,0.22,,0.2,0.5
0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,Business and Communication,9930,0.175,0.1,0.2,0.5
1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,"Public Service, Law, and Policy",9931,0.28,0.2,0.2,0.24
1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,Business and Communication,9932,0.2727272727272727,0.18181818181818182,0.21818181818181817,0.32727272727272727
1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,"Public Service, Law, and Policy",9933,0.275,0.125,0.225,0.25
0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,Social Sciences,9934,0.2571428571428571,0.37142857142857144,0.11428571428571428,0.2571428571428571
1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,"Math, Sciences, and Engineering",9935,0.21621621621621623,0.02702702702702703,0.1891891891891892,0.4594594594594595
0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,Social Sciences,9936,0.2682926829268293,0.3170731707317073,0.04878048780487805,0.24390243902439024
1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,"Public Service, Law, and Policy",9937,0.16129032258064516,0.16129032258064516,0.24193548387096775,0.43548387096774194
1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,"Math, Sciences, and Engineering",9938,0.2777777777777778,0.24074074074074073,0.1111111111111111,0.37037037037037035
0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,Creative Arts,9939,0.3,0.2,0.25,0.05
1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,"Math, Sciences, and Engineering",9940,0.25,0.20588235294117646,0.17647058823529413,0.36764705882352944
1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,"Math, Sciences, and Engineering",9941,0.27906976744186046,0.023255813953488372,0.27906976744186046,0.3023255813953488
0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,"Math, Sciences, and Engineering",9942,0.09302325581395349,0.23255813953488372,0.18604651162790697,0.3953488372093023
1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,"Public Service, Law, and Policy",9943,0.30303030303030304,,0.24242424242424243,0.3333333333333333
0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,Creative Arts,9944,0.12903225806451613,0.2903225806451613,0.1935483870967742,0.25806451612903225
1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,"Math, Sciences, and Engineering",9945,0.3181818181818182,0.09090909090909091,0.09090909090909091,0.4090909090909091
0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,"Math, Sciences, and Engineering",9946,0.19148936170212766,0.19148936170212766,0.1276595744680851,0.3829787234042553
0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,Social Sciences,9947,0.21875,0.15625,0.21875,0.28125
0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,"Math, Sciences, and Engineering",9948,0.15625,0.40625,0.1875,0.25
0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,Creative Arts,9949,0.20408163265306123,0.08163265306122448,0.24489795918367346,0.3877551020408163
1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,"Math, Sciences, and Engineering",9950,0.32142857142857145,0.25,0.21428571428571427,0.21428571428571427
0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,Business and Communication,9951,0.13793103448275862,,0.3103448275862069,0.3793103448275862
1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,Business and Communication,9952,0.3,0.21666666666666667,0.18333333333333332,0.21666666666666667
1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,Business and Communication,9953,0.2857142857142857,0.1836734693877551,0.12244897959183673,0.3877551020408163
0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,"Math, Sciences, and Engineering",9954,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.2857142857142857
1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,Business and Communication,9955,0.2777777777777778,0.09259259259259259,0.14814814814814814,0.3888888888888889
0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,"Math, Sciences, and Engineering",9956,0.17142857142857143,0.11428571428571428,0.14285714285714285,0.45714285714285713
0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,Creative Arts,9957,0.27586206896551724,0.1724137931034483,0.3448275862068966,0.06896551724137931
0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,Business and Communication,9958,0.23529411764705882,0.11764705882352941,0.23529411764705882,0.29411764705882354
0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,Business and Communication,9959,0.20512820512820512,0.3333333333333333,0.1282051282051282,0.23076923076923078
0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,Business and Communication,9960,0.23076923076923078,0.10256410256410256,0.2564102564102564,0.41025641025641024
1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,"Math, Sciences, and Engineering",9961,0.30612244897959184,0.2653061224489796,0.16326530612244897,0.1836734693877551
0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,Business and Communication,9962,0.16666666666666666,0.3888888888888889,0.19444444444444445,0.25
1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,Social Sciences,9963,0.23076923076923078,0.19230769230769232,0.15384615384615385,0.34615384615384615
1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,Creative Arts,9964,0.24444444444444444,0.08888888888888889,0.15555555555555556,0.4222222222222222
0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,"Math, Sciences, and Engineering",9965,0.13157894736842105,0.2631578947368421,0.15789473684210525,0.4473684210526316
1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,Creative Arts,9966,0.3333333333333333,0.3333333333333333,0.19047619047619047,0.047619047619047616
1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,Business and Communication,9967,0.37777777777777777,0.28888888888888886,0.06666666666666667,0.24444444444444444
1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,Business and Communication,9968,0.3023255813953488,0.23255813953488372,0.18604651162790697,0.27906976744186046
1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,Business and Communication,9969,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.35294117647058826
1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,"Public Service, Law, and Policy",9970,0.1864406779661017,0.1694915254237288,0.15254237288135594,0.423728813559322
1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,"Math, Sciences, and Engineering",9971,0.2826086956521739,0.10869565217391304,0.13043478260869565,0.391304347826087
1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,Creative Arts,9972,0.22727272727272727,0.22727272727272727,0.1590909090909091,0.2727272727272727
0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,"Math, Sciences, and Engineering",9973,0.029411764705882353,0.029411764705882353,0.29411764705882354,0.5
0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"Math, Sciences, and Engineering",9974,0.13432835820895522,0.208955223880597,0.1791044776119403,0.40298507462686567
0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,Business and Communication,9975,0.14035087719298245,0.22807017543859648,0.19298245614035087,0.3508771929824561
1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,Business and Communication,9976,0.2692307692307692,0.25,0.11538461538461539,0.34615384615384615
0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,"Public Service, Law, and Policy",9977,0.2647058823529412,0.11764705882352941,0.23529411764705882,0.2647058823529412
1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,Business and Communication,9978,0.2711864406779661,0.23728813559322035,0.1864406779661017,0.22033898305084745
1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,Creative Arts,9979,0.2916666666666667,0.041666666666666664,0.2916666666666667,0.16666666666666666
1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,Social Sciences,9980,0.28,0.26,0.2,0.24
1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,"Math, Sciences, and Engineering",9981,0.24,0.18,0.16,0.4
0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,Business and Communication,9982,0.13333333333333333,0.16666666666666666,0.23333333333333334,0.3
0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,Creative Arts,9983,0.21621621621621623,0.2702702702702703,0.10810810810810811,0.2702702702702703
0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,"Math, Sciences, and Engineering",9984,0.10714285714285714,0.17857142857142858,0.35714285714285715,0.35714285714285715
1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,Social Sciences,9985,0.3157894736842105,0.23684210526315788,0.07894736842105263,0.2631578947368421
1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,"Math, Sciences, and Engineering",9986,0.37142857142857144,0.2571428571428571,0.02857142857142857,0.3142857142857143
1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,Business and Communication,9987,0.5161290322580645,0.16129032258064516,0.1935483870967742,0.12903225806451613
1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"Public Service, Law, and Policy",9988,0.38461538461538464,0.34615384615384615,0.15384615384615385,0.11538461538461539
1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,"Public Service, Law, and Policy",9989,0.2631578947368421,,0.18421052631578946,0.5263157894736842
1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,"Math, Sciences, and Engineering",9990,0.2711864406779661,0.1694915254237288,0.15254237288135594,0.3220338983050847
1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,"Public Service, Law, and Policy",9991,0.2,0.16363636363636364,0.10909090909090909,0.509090909090909
1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,"Public Service, Law, and Policy",9992,0.2,0.022222222222222223,0.26666666666666666,0.4
