q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,labels,quiz_num,business_and_communication_proba,math_sciences_and_engineering_proba,creative_arts_proba,social_sciences_proba,public_service_law_and_policy_proba
1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,Business and Communication,3788,0.21904761904761905,0.4,0.06666666666666667,0.10476190476190476,0.20952380952380953
1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,"Math, Sciences, and Engineering",3789,0.22448979591836735,0.3877551020408163,0.04081632653061224,0.12244897959183673,0.22448979591836735
0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,"Math, Sciences, and Engineering",3790,0.14285714285714285,0.45454545454545453,0.09090909090909091,0.16883116883116883,0.14285714285714285
1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,"Math, Sciences, and Engineering",3791,0.19753086419753085,0.3950617283950617,0.04938271604938271,0.1111111111111111,0.24691358024691357
1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,"Math, Sciences, and Engineering",3792,0.17525773195876287,0.4329896907216495,0.041237113402061855,0.17525773195876287,0.17525773195876287
1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,Social Sciences,3793,0.2564102564102564,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.20512820512820512
1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,Creative Arts,3794,0.27380952380952384,0.3333333333333333,0.047619047619047616,0.10714285714285714,0.23809523809523808
0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,"Public Service, Law, and Policy",3795,0.14666666666666667,0.36,0.06666666666666667,0.22666666666666666,0.2
1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,"Public Service, Law, and Policy",3796,0.3125,0.3125,0.03125,0.15625,0.1875
0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Business and Communication,3797,0.4772727272727273,0.29545454545454547,0.06818181818181818,0.09090909090909091,0.06818181818181818
1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,Business and Communication,3798,0.1935483870967742,0.3763440860215054,0.07526881720430108,0.0967741935483871,0.25806451612903225
1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,Business and Communication,3799,0.2696629213483146,0.3146067415730337,0.07865168539325842,0.12359550561797752,0.21348314606741572
1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,"Math, Sciences, and Engineering",3800,0.27710843373493976,0.30120481927710846,0.024096385542168676,0.24096385542168675,0.1566265060240964
0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,Business and Communication,3801,0.2,0.24615384615384617,0.046153846153846156,0.27692307692307694,0.23076923076923078
1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,"Math, Sciences, and Engineering",3802,0.20238095238095238,0.4642857142857143,0.047619047619047616,0.10714285714285714,0.17857142857142858
0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,Business and Communication,3803,0.24615384615384617,0.2153846153846154,0.1076923076923077,0.24615384615384617,0.18461538461538463
0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,"Math, Sciences, and Engineering",3804,0.3230769230769231,0.2923076923076923,0.09230769230769231,0.18461538461538463,0.1076923076923077
0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,"Public Service, Law, and Policy",3805,0.2,0.38,0.1,0.08,0.24
1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,Creative Arts,3806,0.1864406779661017,0.4406779661016949,0.06779661016949153,0.11864406779661017,0.1864406779661017
0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,Business and Communication,3807,0.3125,0.28125,0.0625,0.15625,0.1875
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,"Public Service, Law, and Policy",3808,0.17777777777777778,0.3333333333333333,0.06666666666666667,0.2222222222222222,0.2
0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,Creative Arts,3809,0.17105263157894737,0.2236842105263158,0.10526315789473684,0.2631578947368421,0.23684210526315788
0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,Business and Communication,3810,0.2,0.5294117647058824,0.011764705882352941,0.058823529411764705,0.2
0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,"Math, Sciences, and Engineering",3811,0.2028985507246377,0.391304347826087,0.13043478260869565,0.11594202898550725,0.15942028985507245
0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,"Math, Sciences, and Engineering",3812,0.14814814814814814,0.41975308641975306,0.037037037037037035,0.13580246913580246,0.25925925925925924
0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,"Math, Sciences, and Engineering",3813,0.17073170731707318,0.4024390243902439,0.04878048780487805,0.1951219512195122,0.18292682926829268
0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,Business and Communication,3814,0.19811320754716982,0.39622641509433965,0.07547169811320754,0.16037735849056603,0.16981132075471697
0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,"Math, Sciences, and Engineering",3815,0.11224489795918367,0.3979591836734694,0.07142857142857142,0.20408163265306123,0.21428571428571427
1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,Business and Communication,3816,0.22580645161290322,0.46774193548387094,0.04838709677419355,0.06451612903225806,0.1935483870967742
1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,"Math, Sciences, and Engineering",3817,0.18571428571428572,0.35714285714285715,0.04285714285714286,0.24285714285714285,0.17142857142857143
1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,Social Sciences,3818,0.21428571428571427,0.35714285714285715,0.061224489795918366,0.17346938775510204,0.19387755102040816
0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,Social Sciences,3819,0.2079207920792079,0.32673267326732675,0.06930693069306931,0.21782178217821782,0.1782178217821782
1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,Social Sciences,3820,0.19607843137254902,0.35294117647058826,0.0392156862745098,0.1568627450980392,0.2549019607843137
0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,Business and Communication,3821,0.2403846153846154,0.33653846153846156,0.0673076923076923,0.18269230769230768,0.17307692307692307
0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,"Public Service, Law, and Policy",3822,0.11538461538461539,0.40384615384615385,0.057692307692307696,0.20192307692307693,0.22115384615384615
1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,"Public Service, Law, and Policy",3823,0.25252525252525254,0.35353535353535354,0.030303030303030304,0.15151515151515152,0.21212121212121213
1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,"Math, Sciences, and Engineering",3824,0.2727272727272727,0.3181818181818182,0.056818181818181816,0.1590909090909091,0.19318181818181818
0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,"Math, Sciences, and Engineering",3825,0.15492957746478872,0.4788732394366197,0.04225352112676056,0.14084507042253522,0.18309859154929578
0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,"Math, Sciences, and Engineering",3826,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.20512820512820512,0.1794871794871795
0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,"Public Service, Law, and Policy",3827,0.12857142857142856,0.45714285714285713,0.1,0.21428571428571427,0.1
1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,"Public Service, Law, and Policy",3828,0.1686746987951807,0.40963855421686746,0.03614457831325301,0.14457831325301204,0.24096385542168675
1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,Social Sciences,3829,0.24545454545454545,0.4,0.09090909090909091,0.1,0.16363636363636364
0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,Creative Arts,3830,0.32075471698113206,0.33962264150943394,0.1320754716981132,0.03773584905660377,0.16981132075471697
1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,Social Sciences,3831,0.2,0.2714285714285714,0.02857142857142857,0.2571428571428571,0.24285714285714285
0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,"Math, Sciences, and Engineering",3832,0.20618556701030927,0.3711340206185567,0.08247422680412371,0.1134020618556701,0.2268041237113402
0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,"Math, Sciences, and Engineering",3833,0.1839080459770115,0.3793103448275862,0.04597701149425287,0.1839080459770115,0.20689655172413793
0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,"Math, Sciences, and Engineering",3834,0.16666666666666666,0.48333333333333334,0.05,0.1,0.2
1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,"Public Service, Law, and Policy",3835,0.17307692307692307,0.46153846153846156,0.1346153846153846,0.038461538461538464,0.19230769230769232
0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,"Public Service, Law, and Policy",3836,0.16901408450704225,0.4507042253521127,0.028169014084507043,0.2112676056338028,0.14084507042253522
1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,"Math, Sciences, and Engineering",3837,0.21686746987951808,0.40963855421686746,0.024096385542168676,0.10843373493975904,0.24096385542168675
1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,"Math, Sciences, and Engineering",3838,0.11428571428571428,0.4714285714285714,0.08571428571428572,0.1,0.22857142857142856
1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,"Math, Sciences, and Engineering",3839,0.2976190476190476,0.2261904761904762,0.047619047619047616,0.23809523809523808,0.19047619047619047
1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,Social Sciences,3840,0.19148936170212766,0.23404255319148937,0.1276595744680851,0.23404255319148937,0.2127659574468085
1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,Business and Communication,3841,0.25,0.17647058823529413,0.10294117647058823,0.23529411764705882,0.23529411764705882
1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,Business and Communication,3842,0.25287356321839083,0.3448275862068966,0.08045977011494253,0.13793103448275862,0.1839080459770115
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"Math, Sciences, and Engineering",3843,0.20930232558139536,0.46511627906976744,0.06976744186046512,0.046511627906976744,0.20930232558139536
0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,"Public Service, Law, and Policy",3844,0.15384615384615385,0.37362637362637363,0.03296703296703297,0.2087912087912088,0.23076923076923078
0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,"Math, Sciences, and Engineering",3845,0.19642857142857142,0.48214285714285715,0.125,0.03571428571428571,0.16071428571428573
0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,"Public Service, Law, and Policy",3846,0.2962962962962963,0.25925925925925924,0.12962962962962962,0.1111111111111111,0.2037037037037037
1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,"Math, Sciences, and Engineering",3847,0.2073170731707317,0.524390243902439,0.024390243902439025,0.036585365853658534,0.2073170731707317
1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,"Public Service, Law, and Policy",3848,0.14893617021276595,0.40425531914893614,0.031914893617021274,0.20212765957446807,0.2127659574468085
1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,Social Sciences,3849,0.14814814814814814,0.3950617283950617,0.08641975308641975,0.20987654320987653,0.16049382716049382
1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,"Public Service, Law, and Policy",3850,0.21951219512195122,0.3902439024390244,0.06097560975609756,0.12195121951219512,0.2073170731707317
1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,"Math, Sciences, and Engineering",3851,0.16393442622950818,0.29508196721311475,0.13114754098360656,0.21311475409836064,0.19672131147540983
0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,Creative Arts,3852,0.1780821917808219,0.4520547945205479,0.0821917808219178,0.0821917808219178,0.2054794520547945
1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,Business and Communication,3853,0.21428571428571427,0.2714285714285714,0.08571428571428572,0.24285714285714285,0.18571428571428572
0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,"Math, Sciences, and Engineering",3854,0.27848101265822783,0.46835443037974683,0.0379746835443038,0.05063291139240506,0.16455696202531644
0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,"Public Service, Law, and Policy",3855,0.27419354838709675,0.2903225806451613,0.04838709677419355,0.14516129032258066,0.24193548387096775
1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,Social Sciences,3856,0.27848101265822783,0.25316455696202533,0.08860759493670886,0.16455696202531644,0.21518987341772153
0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,"Math, Sciences, and Engineering",3857,0.2463768115942029,0.2753623188405797,0.028985507246376812,0.2318840579710145,0.21739130434782608
0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,Business and Communication,3858,0.15,0.45,0.05,0.1,0.25
1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,"Public Service, Law, and Policy",3859,0.16822429906542055,0.32710280373831774,0.056074766355140186,0.205607476635514,0.24299065420560748
1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,"Math, Sciences, and Engineering",3860,0.22826086956521738,0.44565217391304346,0.06521739130434782,0.05434782608695652,0.20652173913043478
1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,Business and Communication,3861,0.2631578947368421,0.34210526315789475,0.039473684210526314,0.21052631578947367,0.14473684210526316
1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,"Math, Sciences, and Engineering",3862,0.2625,0.2625,0.125,0.1625,0.1875
0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,"Public Service, Law, and Policy",3863,0.20512820512820512,0.23076923076923078,0.07692307692307693,0.3333333333333333,0.15384615384615385
1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,Social Sciences,3864,0.3125,0.25,0.1,0.125,0.2125
1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,Business and Communication,3865,0.24285714285714285,0.3,0.11428571428571428,0.2,0.14285714285714285
0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,"Public Service, Law, and Policy",3866,0.14285714285714285,0.44285714285714284,0.02857142857142857,0.2,0.18571428571428572
0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,Business and Communication,3867,0.23076923076923078,0.2692307692307692,0.02564102564102564,0.23076923076923078,0.24358974358974358
1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,Creative Arts,3868,0.20987654320987653,0.43209876543209874,0.07407407407407407,0.12345679012345678,0.16049382716049382
0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,"Public Service, Law, and Policy",3869,0.18333333333333332,0.4,0.11666666666666667,0.08333333333333333,0.21666666666666667
0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,Business and Communication,3870,0.23529411764705882,0.4117647058823529,0.10294117647058823,0.08823529411764706,0.16176470588235295
1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,"Math, Sciences, and Engineering",3871,0.23170731707317074,0.3170731707317073,0.04878048780487805,0.18292682926829268,0.21951219512195122
1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,Business and Communication,3872,0.12941176470588237,0.4823529411764706,0.08235294117647059,0.10588235294117647,0.2
0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,Business and Communication,3873,0.24489795918367346,0.32653061224489793,0.061224489795918366,0.22448979591836735,0.14285714285714285
0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,Social Sciences,3874,0.18181818181818182,0.25757575757575757,0.10606060606060606,0.21212121212121213,0.24242424242424243
0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,Social Sciences,3875,0.3380281690140845,0.16901408450704225,0.1267605633802817,0.22535211267605634,0.14084507042253522
0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,"Math, Sciences, and Engineering",3876,0.273972602739726,0.2465753424657534,0.0273972602739726,0.2191780821917808,0.2328767123287671
0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,Social Sciences,3877,0.2558139534883721,0.32558139534883723,0.09302325581395349,0.19767441860465115,0.12790697674418605
1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,Social Sciences,3878,0.2358490566037736,0.3490566037735849,0.07547169811320754,0.18867924528301888,0.1509433962264151
1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,Business and Communication,3879,0.2631578947368421,0.3684210526315789,0.13157894736842105,0.02631578947368421,0.21052631578947367
1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,Creative Arts,3880,0.24175824175824176,0.4065934065934066,0.02197802197802198,0.12087912087912088,0.2087912087912088
0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,Business and Communication,3881,0.2077922077922078,0.44155844155844154,0.03896103896103896,0.19480519480519481,0.11688311688311688
1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,"Math, Sciences, and Engineering",3882,0.18292682926829268,0.4024390243902439,0.07317073170731707,0.13414634146341464,0.2073170731707317
1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,Creative Arts,3883,0.3142857142857143,0.05714285714285714,0.08571428571428572,0.34285714285714286,0.2
0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,Business and Communication,3884,0.2857142857142857,0.32142857142857145,0.10714285714285714,0.017857142857142856,0.26785714285714285
1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,Social Sciences,3885,0.31666666666666665,0.35,0.03333333333333333,0.11666666666666667,0.18333333333333332
1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,"Public Service, Law, and Policy",3886,0.29545454545454547,0.2159090909090909,0.07954545454545454,0.26136363636363635,0.14772727272727273
1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,Social Sciences,3887,0.17346938775510204,0.41836734693877553,0.09183673469387756,0.17346938775510204,0.14285714285714285
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Public Service, Law, and Policy",3888,0.2682926829268293,0.1951219512195122,0.07317073170731707,0.12195121951219512,0.34146341463414637
0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,"Public Service, Law, and Policy",3889,0.14285714285714285,0.5,0.07142857142857142,0.09523809523809523,0.19047619047619047
1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,"Math, Sciences, and Engineering",3890,0.17045454545454544,0.3977272727272727,0.045454545454545456,0.2159090909090909,0.17045454545454544
0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,Business and Communication,3891,0.09876543209876543,0.5061728395061729,0.08641975308641975,0.08641975308641975,0.2222222222222222
1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,Creative Arts,3892,0.2571428571428571,0.2857142857142857,0.02857142857142857,0.2571428571428571,0.17142857142857143
1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,Social Sciences,3893,0.26865671641791045,0.3880597014925373,0.07462686567164178,0.05970149253731343,0.208955223880597
1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,"Math, Sciences, and Engineering",3894,0.3548387096774194,0.3064516129032258,0.11290322580645161,0.0967741935483871,0.12903225806451613
0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,"Math, Sciences, and Engineering",3895,0.2876712328767123,0.2876712328767123,0.0410958904109589,0.2328767123287671,0.1506849315068493
0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,"Public Service, Law, and Policy",3896,0.22,0.29,0.1,0.22,0.17
1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,"Public Service, Law, and Policy",3897,0.12244897959183673,0.32653061224489793,0.14285714285714285,0.14285714285714285,0.2653061224489796
0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,"Math, Sciences, and Engineering",3898,0.15294117647058825,0.38823529411764707,0.058823529411764705,0.2,0.2
1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,Social Sciences,3899,0.20192307692307693,0.34615384615384615,0.057692307692307696,0.19230769230769232,0.20192307692307693
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,Business and Communication,3900,0.32727272727272727,0.36363636363636365,0.05454545454545454,0.10909090909090909,0.14545454545454545
0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,"Math, Sciences, and Engineering",3901,0.24242424242424243,0.5151515151515151,0.030303030303030304,0.06060606060606061,0.15151515151515152
0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,"Math, Sciences, and Engineering",3902,0.25757575757575757,0.5151515151515151,0.030303030303030304,0.09090909090909091,0.10606060606060606
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,Social Sciences,3903,0.2,0.3384615384615385,0.03076923076923077,0.23076923076923078,0.2
0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,"Math, Sciences, and Engineering",3904,0.2,0.5,0.05714285714285714,0.12857142857142856,0.11428571428571428
0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,Creative Arts,3905,0.12987012987012986,0.36363636363636365,0.12987012987012986,0.2077922077922078,0.16883116883116883
1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,Business and Communication,3906,0.2647058823529412,0.3235294117647059,0.058823529411764705,0.17647058823529413,0.17647058823529413
1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,Business and Communication,3907,0.3125,0.28125,0.046875,0.234375,0.125
0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,Business and Communication,3908,0.21333333333333335,0.4533333333333333,0.09333333333333334,0.06666666666666667,0.17333333333333334
1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,Business and Communication,3909,0.1780821917808219,0.4657534246575342,0.0273972602739726,0.1506849315068493,0.1780821917808219
1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,Creative Arts,3910,0.34615384615384615,0.09615384615384616,0.15384615384615385,0.23076923076923078,0.17307692307692307
0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,"Public Service, Law, and Policy",3911,0.21951219512195122,0.2682926829268293,0.17073170731707318,0.07317073170731707,0.2682926829268293
0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,"Public Service, Law, and Policy",3912,0.1702127659574468,0.3829787234042553,0.0425531914893617,0.1276595744680851,0.2765957446808511
0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,"Math, Sciences, and Engineering",3913,0.13953488372093023,0.5,0.05813953488372093,0.10465116279069768,0.19767441860465115
1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,"Math, Sciences, and Engineering",3914,0.20512820512820512,0.3076923076923077,0.08974358974358974,0.16666666666666666,0.23076923076923078
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,"Public Service, Law, and Policy",3915,0.2876712328767123,0.2602739726027397,0.0410958904109589,0.2054794520547945,0.2054794520547945
0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,Business and Communication,3916,0.14814814814814814,0.38271604938271603,0.07407407407407407,0.19753086419753085,0.19753086419753085
0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,"Public Service, Law, and Policy",3917,0.12280701754385964,0.43859649122807015,0.05263157894736842,0.17543859649122806,0.21052631578947367
1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,"Public Service, Law, and Policy",3918,0.2641509433962264,0.2830188679245283,0.08490566037735849,0.1792452830188679,0.18867924528301888
0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"Math, Sciences, and Engineering",3919,0.24,0.4,0.16,0.06,0.14
0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,Social Sciences,3920,0.16666666666666666,0.2222222222222222,0.14814814814814814,0.12962962962962962,0.3333333333333333
1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,"Public Service, Law, and Policy",3921,0.22950819672131148,0.29508196721311475,0.11475409836065574,0.08196721311475409,0.2786885245901639
1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,Business and Communication,3922,0.3150684931506849,0.1643835616438356,0.0410958904109589,0.2602739726027397,0.2191780821917808
0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,"Math, Sciences, and Engineering",3923,0.25757575757575757,0.2878787878787879,0.045454545454545456,0.22727272727272727,0.18181818181818182
1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,Social Sciences,3924,0.18421052631578946,0.4473684210526316,0.02631578947368421,0.13157894736842105,0.21052631578947367
1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,"Public Service, Law, and Policy",3925,0.24096385542168675,0.24096385542168675,0.07228915662650602,0.25301204819277107,0.1927710843373494
0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,Social Sciences,3926,0.2,0.37142857142857144,0.1,0.2,0.12857142857142856
0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,Business and Communication,3927,0.2571428571428571,0.2857142857142857,0.11428571428571428,0.11428571428571428,0.22857142857142856
1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,"Public Service, Law, and Policy",3928,0.20430107526881722,0.3010752688172043,0.08602150537634409,0.22580645161290322,0.1827956989247312
1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,Creative Arts,3929,0.16666666666666666,0.35,0.06666666666666667,0.11666666666666667,0.3
0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,"Math, Sciences, and Engineering",3930,0.07407407407407407,0.4444444444444444,0.12962962962962962,0.16666666666666666,0.18518518518518517
0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,"Math, Sciences, and Engineering",3931,0.20588235294117646,0.38235294117647056,0.08823529411764706,0.08823529411764706,0.23529411764705882
1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,"Math, Sciences, and Engineering",3932,0.23943661971830985,0.39436619718309857,0.04225352112676056,0.18309859154929578,0.14084507042253522
0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,"Public Service, Law, and Policy",3933,0.19672131147540983,0.3442622950819672,0.06557377049180328,0.16393442622950818,0.22950819672131148
1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,"Math, Sciences, and Engineering",3934,0.2222222222222222,0.36363636363636365,0.050505050505050504,0.1414141414141414,0.2222222222222222
1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,Creative Arts,3935,0.20238095238095238,0.4166666666666667,0.08333333333333333,0.09523809523809523,0.20238095238095238
0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,"Math, Sciences, and Engineering",3936,0.2833333333333333,0.23333333333333334,0.03333333333333333,0.25,0.2
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,Business and Communication,3937,0.3333333333333333,0.2222222222222222,0.07936507936507936,0.20634920634920634,0.15873015873015872
0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,Social Sciences,3938,0.26582278481012656,0.26582278481012656,0.10126582278481013,0.16455696202531644,0.20253164556962025
1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,"Public Service, Law, and Policy",3939,0.16129032258064516,0.45161290322580644,0.07526881720430108,0.1827956989247312,0.12903225806451613
0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,"Math, Sciences, and Engineering",3940,0.2972972972972973,0.25675675675675674,0.0945945945945946,0.16216216216216217,0.1891891891891892
0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,"Public Service, Law, and Policy",3941,0.058823529411764705,0.39705882352941174,0.10294117647058823,0.17647058823529413,0.2647058823529412
1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,"Math, Sciences, and Engineering",3942,0.265625,0.390625,0.0625,0.125,0.15625
1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,"Math, Sciences, and Engineering",3943,0.25274725274725274,0.46153846153846156,0.054945054945054944,0.06593406593406594,0.16483516483516483
1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,"Public Service, Law, and Policy",3944,0.15789473684210525,0.3157894736842105,0.09210526315789473,0.18421052631578946,0.25
0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,Social Sciences,3945,0.10526315789473684,0.35526315789473684,0.07894736842105263,0.2631578947368421,0.19736842105263158
0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,"Math, Sciences, and Engineering",3946,0.15789473684210525,0.4605263157894737,0.05263157894736842,0.09210526315789473,0.23684210526315788
0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,Business and Communication,3947,0.2,0.45714285714285713,0.02857142857142857,0.1,0.21428571428571427
